id,batch,name,screen_name,profile_url,profile_image,description,location,url,time_zone,followers_count,following_count,statuses_count,verified,created_at
14434070,1,NYTimes Bits,nytimesbits,https://twitter.com/nytimesbits,https://pbs.twimg.com/profile_images/2078138859/NYT_Twitter_bits_normal.png,"Tech news and analysis, plus interesting links and retweets from Times tech staff and friends.",,http://t.co/XaZCeioBAC,Eastern Time (US & Canada),180160,150,16126,1,2008-04-18 15:19:26+00:00
819800,1,CNET News,CNETNews,https://twitter.com/CNETNews,https://pbs.twimg.com/profile_images/1580505142/News_normal.jpg,Follow CNET News for all the latest tech news.,"San Francisco, CA",http://t.co/dw0Mm46abG,Pacific Time (US & Canada),365451,239,62225,1,2007-03-07 22:24:21+00:00
816653,1,TechCrunch,TechCrunch,https://twitter.com/TechCrunch,https://pbs.twimg.com/profile_images/469171480832380928/rkZR1jIh_normal.png,Breaking Technology News And Opinions From TechCrunch,Silicon Valley,http://t.co/FQzFJNIg8e,Pacific Time (US & Canada),3587137,858,73447,1,2007-03-07 01:27:09+00:00
60642052,1,VentureBeat,VentureBeat,https://twitter.com/VentureBeat,https://pbs.twimg.com/profile_images/1818169678/VB_twitter_logo_normal.jpg,We bring you news on what matters in the tech business world.,San Francisco + NYC,http://t.co/vNmL0zJnXy,Pacific Time (US & Canada),297665,1440,45298,1,2009-07-27 16:34:47+00:00
717313,1,Ars Technica,arstechnica,https://twitter.com/arstechnica,https://pbs.twimg.com/profile_images/2215576731/ars-logo_normal.png,"Original news and reviews, analysis of tech trends, and expert advice on the most fundamental aspects of tech and the many ways it's helping us enjoy our world.",NYC - Boston - Chicago - SF,http://t.co/LH2xDvElLR,Central Time (US & Canada),684408,131,50067,1,2007-01-28 01:58:49+00:00
10876852,1,The Next Web,TheNextWeb,https://twitter.com/TheNextWeb,https://pbs.twimg.com/profile_images/378800000147133877/895fa7d3daeed8d32b7c089d9b3e976e_normal.png,"International news on technology, business and culture. Follow specific channels in our Twitter lists.  Find us on Facebook:  http://t.co/pcgAUcQggv",The Interwebs.,http://t.co/BV4ajjxry7,Amsterdam,1109747,1164,64339,1,2007-12-05 17:26:15+00:00
1344951,1,WIRED,WIRED,https://twitter.com/WIRED,https://pbs.twimg.com/profile_images/378800000703426078/f0e0491c473589ad484d976ca45d712b_normal.png,WIRED is where tomorrow is realized.,San Francisco/New York,http://t.co/AbRkBRjcYo,Pacific Time (US & Canada),2913516,323,32828,1,2007-03-17 09:57:25+00:00
1422311,1,Peter Rojas,peterrojas,https://twitter.com/peterrojas,https://pbs.twimg.com/profile_images/3515612365/ed8754f358e7bd114b515de23fa0e2b7_normal.jpeg,Stop me before I start another gadget site.,10002,http://t.co/CdNIr4ZE4C,Eastern Time (US & Canada),32433,339,10498,0,2007-03-18 15:49:44+00:00
808627,1,Steven Levy,StevenLevy,https://twitter.com/StevenLevy,https://pbs.twimg.com/profile_images/25648092/eye_normal.jpg,I'm writing as fast as I can.,New York City,http://t.co/g3CMRYEZJH,Eastern Time (US & Canada),78515,570,4450,1,2007-03-03 16:34:51+00:00
12798452,1,Erick Schonfeld,erickschonfeld,https://twitter.com/erickschonfeld,https://pbs.twimg.com/profile_images/378800000643795339/bb53bcb73b246c01fc89c8803e867c34_normal.png,"Co-founder TouchCast, executive producer DEMO",New York,http://t.co/nDr21M2tvU,Central Time (US & Canada),73281,1124,18700,1,2008-01-28 20:10:24+00:00
17595439,1,Chris Anderson,chr1sa,https://twitter.com/chr1sa,https://pbs.twimg.com/profile_images/378800000034395983/18ce4b3eb08868f444a2596942dcb7af_normal.jpeg,"3D Robotics CEO, DIY Drones, ex Wired EIC, Long Tail, FREE, Makers, GeekDad, etc. And five great kids who put up with it all.

(Profile photo by Joi Ito)",Berkeley,http://t.co/IuFPNN3M70,,137461,822,4880,1,2008-11-24 16:57:51+00:00
11666142,1,Joshua Topolsky,joshuatopolsky,https://twitter.com/joshuatopolsky,https://pbs.twimg.com/profile_images/2928977318/71923b60c9037878b3cfd23ec729eb4d_normal.jpeg,"Editor-in-chief of The Verge, reformed producer, lover of creepy movies.","Brooklyn, NY.",http://t.co/8T2beWJyhJ,Eastern Time (US & Canada),140322,663,19763,1,2007-12-30 19:46:39+00:00
5763262,1,Kara Swisher,karaswisher,https://twitter.com/karaswisher,https://pbs.twimg.com/profile_images/470486965666594816/Sc7AfKNX_normal.jpeg,Re/code Co-Executive Editor and Vaguely Suspicious Character,San Francisco,http://t.co/03z3WNzEQj,Pacific Time (US & Canada),951127,985,56640,1,2007-05-04 10:32:22+00:00
50393960,1,Bill Gates,BillGates,https://twitter.com/BillGates,https://pbs.twimg.com/profile_images/1884069342/BGtwitter_normal.JPG,Sharing things I'm learning through my foundation work and other interests...,"Seattle, WA",http://t.co/W7T8IITkPe,Pacific Time (US & Canada),16260907,165,1296,1,2009-06-24 18:44:10+00:00
989,1,Om Malik,om,https://twitter.com/om,https://pbs.twimg.com/profile_images/2601170258/z3bo77mwfuz7ll7fd9z0_normal.jpeg,"Partner, True Ventures. Founder, Gigaom. Lover of possibilities. Believer in people. Indulges in imagineering.","ÜT: 37.795917,-122.39966",http://t.co/AvBTBie5fn,Pacific Time (US & Canada),1384664,1444,37714,1,2006-07-15 05:53:13+00:00
36823,1,Anil Dash,anildash,https://twitter.com/anildash,https://pbs.twimg.com/profile_images/476939811702718464/Qq0LPfRy_normal.jpeg,Cofounder @thinkup & @activateinc • Blog at http://t.co/Ytws16sDrz • anil@dashes.com • 646 833-8659 • The intern who maintains this account has been fired.,"NYC: 40.739069,-73.987082",http://t.co/zUrxsZkiRa,Eastern Time (US & Canada),498077,2350,61948,1,2006-12-02 09:15:15+00:00
37570179,1,Michael Arrington,arrington,https://twitter.com/arrington,https://pbs.twimg.com/profile_images/378800000654181704/52e1a4162ad05f167fca1432630dac1c_normal.jpeg,Be Excellent To Each Other,"Palo Alto, CA",http://t.co/vFB8Ylff4H,Pacific Time (US & Canada),186435,1652,12970,1,2009-05-04 02:20:17+00:00
13348,1,Robert Scoble,Scobleizer,https://twitter.com/Scobleizer,https://pbs.twimg.com/profile_images/378800000079754206/b0cff61f7e8af959a50d9636a56aad1e_normal.jpeg,"@Rackspace's Startup Liaison Officer, who grew up in Silicon Valley, brings you technology news, videos, and opinions.","Half Moon Bay, California, USA",http://t.co/mVOjKdD5wp,Pacific Time (US & Canada),400016,43118,66180,1,2006-11-20 23:43:44+00:00
5746452,1,Walt Mossberg,waltmossberg,https://twitter.com/waltmossberg,https://pbs.twimg.com/profile_images/463735129698205696/lgV8ScFe_normal.jpeg,"Co-Executive Editor, reviewer and columnist for Re/code. Find us at http://t.co/QtNr5qQEsH. Email me at walt@recode.net.","Washington, DC",http://t.co/QtNr5qQEsH,Eastern Time (US & Canada),583200,577,6581,1,2007-05-03 17:30:11+00:00
2384071,1,Tim O'Reilly,timoreilly,https://twitter.com/timoreilly,https://pbs.twimg.com/profile_images/2823681988/f4f6f2bed8ab4d5a48dea4b9ea85d5f1_normal.jpeg,"Founder and CEO, O'Reilly Media. Watching the alpha geeks, sharing their stories, helping the future unfold.","Sebastopol, CA",http://t.co/5086iX7oyT,Pacific Time (US & Canada),1773785,1214,29986,1,2007-03-27 01:14:05+00:00
37303975,1,Claude Bruderlein,HumanTrends,https://twitter.com/HumanTrends,https://pbs.twimg.com/profile_images/2214242783/claude_bruderlein_normal.JPG,Senior advisor at the @ICRC. Researcher and Instructor @Kennedy_school and @HarvardSPH. Promoting humanitarian innovations. Views are my own. RT≠ endorsement,"Geneva, Switzerland",http://t.co/NKrTssOcHf,Quito,3617,3537,1782,0,2009-05-02 23:00:06+00:00
16334429,1,Intl Medical Corps,IMC_Worldwide,https://twitter.com/IMC_Worldwide,https://pbs.twimg.com/profile_images/870543816/IMC-logoM-blue-on-transparen_normal.jpg,International Medical Corps saves lives and relieves suffering through health care training and relief and development programs.,"ÜT: 34.018689,-118.483186",http://t.co/umQHpd9S3A,Pacific Time (US & Canada),7716,2241,3302,0,2008-09-17 18:55:55+00:00
18338630,1,Islamic Relief USA,IslamicRelief,https://twitter.com/IslamicRelief,https://pbs.twimg.com/profile_images/435906287432241152/MIeQjNCV_normal.jpeg,"Islamic Relief USA strives to alleviate poverty, hunger, illiteracy, and diseases worldwide regardless of color, race, religion, or creed.","CA, IL, NJ, VA, TX",http://t.co/9QjbyAfUlt,Eastern Time (US & Canada),32827,501,3282,0,2008-12-23 18:17:31+00:00
15545560,1,ActionAgainstHunger,acfusa,https://twitter.com/acfusa,https://pbs.twimg.com/profile_images/1152268835/acf-usa-logo-color_square_big_normal.jpg,Working to save the lives of severely malnourished people worldwide & implement long-term solutions to hunger.,"New York, USA",http://t.co/8vbedewzqB,Eastern Time (US & Canada),10402,1055,5066,0,2008-07-22 23:23:49+00:00
50101725,1,Devex,devex,https://twitter.com/devex,https://pbs.twimg.com/profile_images/461929799674372096/OeMhhF0c_normal.png,Must-read news and jobs for aid workers and international development professionals from the world’s most popular global development website -  www.devex.com.,,http://www.Devex.com,Eastern Time (US & Canada),31977,853,12987,0,2009-06-23 21:03:39+00:00
364316586,1,ICRC North America,ICRC_dc,https://twitter.com/ICRC_dc,https://pbs.twimg.com/profile_images/378800000120790480/db8e7ab0f46ee149603fdf25b60206b7_normal.jpeg,ICRC regional delegation for United States & Canada. Tweeting & blogging about armed conflict & humanitarian challenges – from drones to detention & beyond.,Washington DC,http://t.co/qlLtQrjDTy,Eastern Time (US & Canada),2246,1371,1737,0,2011-08-29 15:32:09+00:00
22053725,1,Intl Rescue Comm IRC,theIRC,https://twitter.com/theIRC,https://pbs.twimg.com/profile_images/1750236817/irc-twitter-square_normal.png,"The International Rescue Committee (IRC) responds to the world’s worst humanitarian crises and helps people to survive and rebuild. 
RT & Follow ≠ endorsement",Worldwide,http://t.co/AxkZboE1IV,Eastern Time (US & Canada),49876,2324,6898,1,2009-02-26 20:03:10+00:00
14755492,1,Doctors w/o Borders,MSF_USA,https://twitter.com/MSF_USA,https://pbs.twimg.com/profile_images/2767072246/a86211e851acafb19a5abc92b540d379_normal.png,Providing medical aid where it's needed most.,"New York, NY",http://t.co/yj5qvnuRFO,Eastern Time (US & Canada),394960,734,11661,1,2008-05-13 06:15:39+00:00
27830610,1,World Food Programme,WFP,https://twitter.com/WFP,https://pbs.twimg.com/profile_images/460783513369706496/QOtoriB3_normal.png,Fighting hunger worldwide. The United Nations World Food Programme is the world's largest humanitarian agency on the front lines against hunger.,Worldwide,http://t.co/NBbZaYFg71,Rome,694379,526,13582,1,2009-03-31 07:02:18+00:00
2303751216,1,FiveThirtyEight,FiveThirtyEight,https://twitter.com/FiveThirtyEight,https://pbs.twimg.com/profile_images/442370574040301568/j673s9Ue_normal.jpeg,"The home of Nate Silver's FiveThirtyEight on Twitter. Politics, Economics, Science, Life, Sports.","New York, NY",http://t.co/93tPMQEkgi,Eastern Time (US & Canada),194673,86,1256,1,2014-01-21 21:39:32+00:00
14420872,1,Simon Rogers,smfrogers,https://twitter.com/smfrogers,https://pbs.twimg.com/profile_images/378800000490745383/5724d9cc809d73aebc5f72f56ac3fd05_normal.png,"Datajournalist, and Data Editor at Twitter. Launch editor of Guardian Datablog. Author, Facts are Sacred http://t.co/bL5erqoI7z.  All views my own",San Francisco,http://t.co/2jh0njK05N,Eastern Time (US & Canada),12755,1425,10028,0,2008-04-17 14:04:09+00:00
23751864,1,GuardianData,GuardianData,https://twitter.com/GuardianData,https://pbs.twimg.com/profile_images/2179716372/G_twitter_openPlat_normal.jpg,Facts you can use from the Guardian. Mash them up and tell us about it. Facts are Sacred: The power of data (Guardian Shorts) eBook http://t.co/mXWLXx51AE,"London, UK",http://t.co/Pi2Q5UL4Pw,London,45494,201,6439,1,2009-03-11 11:58:09+00:00
303687748,1,DataDrivenJournalism,ddjournalism,https://twitter.com/ddjournalism,https://pbs.twimg.com/profile_images/1556110992/twitter_profilepicture_normal.png,"We are @ejcnet and we run http://t.co/1gjMNuhT, http://t.co/3sgDSxqA, data journalism mailing list (http://t.co/BsfYqRvV). Data journalism hashtag #ddj",,http://t.co/ebKj16B6AB,,12579,1064,2998,0,2011-05-23 08:45:01+00:00
48784644,1,Toby Lanzer,tobylanzer,https://twitter.com/tobylanzer,https://pbs.twimg.com/profile_images/378800000362426429/ef59b0df785e31e9bba16fa981162041_normal.jpeg,UN assistant secretary-general. In Juba as deputy special representative and development and humanitarian coordinator. Resilience. Aid. Peacebuilding.,#SouthSudan,http://t.co/WPQz2QHl37,Nairobi,7853,245,2213,0,2009-06-19 18:26:29+00:00
501968170,1,School of Data,SchoolOfData,https://twitter.com/SchoolOfData,https://pbs.twimg.com/profile_images/2822971173/b9d550947c055919ea856bba60e2e5c5_normal.png,"Teaching data wrangling skills by doing. Work with real data, real people, real world issues. A project of @OKFN and friends.",,http://t.co/yT5edUBNcc,Amsterdam,7851,708,1350,0,2012-02-24 17:25:57+00:00
1195960238,1,UNOCHA South Sudan,OCHASouthSudan,https://twitter.com/OCHASouthSudan,https://pbs.twimg.com/profile_images/428878916955041792/HYJ-0Dey_normal.png,United Nations Office for the Coordination of Humanitarian Affairs (UNOCHA) in South Sudan,,http://t.co/PHqbbsPD7O,Baghdad,6675,259,1205,1,2013-02-19 05:12:45+00:00
793517,1,Tariq Khokhar,tkb,https://twitter.com/tkb,https://pbs.twimg.com/profile_images/651992556/tk-profile-bw-450_normal.jpg,"Data Scientist and Open Data Evangelist at The World Bank. Technology, development, design, #dataviz. Some science, statistics & swearing. Brit. I cycle a lot.",Washington DC,http://t.co/QXf2QSUjXn,Eastern Time (US & Canada),5225,2101,9542,0,2007-02-25 07:42:50+00:00
1029631,1,Nigel Snoad,spangledrongo,https://twitter.com/spangledrongo,https://pbs.twimg.com/profile_images/27613962/61942420_4686602214c_normal.jpg,"Google, Crisis, Civics, design, resilience, data, societal networks and all that. 

But really it's simple:
bicycles + Brooklyn + daughter = happy","Brooklyn, NY",http://t.co/zAZ61k8RE8,America/New_York,758,124,1256,0,2007-03-12 18:04:14+00:00
294056626,1,Shadrock Roberts,Shadrocker,https://twitter.com/Shadrocker,https://pbs.twimg.com/profile_images/3584196654/64bbf89a46e1b5286936d866fdbe07bb_normal.png,Director of the Resilience Network Initiative @Ushahidi. Working on that PhD in #Geography: studying #refugees #IDPs #remotesensing,"Athens, GA (sometimes)",http://t.co/IFf5ZBJxia,,755,508,1100,0,2011-05-06 13:14:21+00:00
15748351,1,Infochimps,infochimps,https://twitter.com/infochimps,https://pbs.twimg.com/profile_images/1652358055/chimpmark_normal.gif,"Infochimps, a CSC Big Data Business makes it faster, easier & far less complex to build & manage big data apps in the cloud & quickly deliver insights.","Austin, Texas",http://t.co/x4b92kTQeK,Central Time (US & Canada),9555,2950,4587,0,2008-08-06 10:34:37+00:00
17053097,1,Hadley Beeman,hadleybeeman,https://twitter.com/hadleybeeman,https://pbs.twimg.com/profile_images/1689768600/IMG_2849d_headshot_786x786_normal.jpg,Architect for #opendata & #openstandards. Advisor on technology policy. Co-founder of @300_Seconds. Data geek. Active in UK gov and W3C; views mine.,London,http://t.co/tboYFM7M4C,London,8512,4543,19918,0,2008-10-29 21:53:20+00:00
15101375,1,David Eaves,daeaves,https://twitter.com/daeaves,https://pbs.twimg.com/profile_images/63542385/favicon_me_normal.PNG,"Connecting: open innovation, data, public service renewal, public policy, open-source, & gov 2.0 with negotiation, collaboration, life, fun & rockband drumming","Vancouver, BC",http://t.co/gU9sjJPmDM,Pacific Time (US & Canada),8678,507,9666,0,2008-06-12 21:24:05+00:00
36683668,1,USAID,USAID,https://twitter.com/USAID,https://pbs.twimg.com/profile_images/467401022386614272/Bm7XjfxW_normal.jpeg,"USAID works to end extreme global poverty and enable resilient, democratic societies to realize their potential. Privacy: http://t.co/kHBeQqYJXj",,http://t.co/LQiKx1WAFI,Eastern Time (US & Canada),377581,1515,14447,1,2009-04-30 15:08:07+00:00
18634164,1,Michelle Delaney,michelledelaney,https://twitter.com/michelledelaney,https://pbs.twimg.com/profile_images/459055307772002304/UwKcxhEs_normal.jpeg,Irish | @UNOCHA Communication Officer | Somalia | South Sudan | Kenya,Nairobi,http://t.co/Uldn5pmTpr,London,2569,1057,732,0,2009-01-05 15:23:49+00:00
37268261,1,Andrew Alspach,aalspach,https://twitter.com/aalspach,https://pbs.twimg.com/profile_images/1404130909/profile_pic_OCHAnet_jpg_normal.jpg,Humanitarian Emergency Response | Geo-data | Information Management |  Visualization | Driving Innovation for Practical Solutions  Tweets are my own.,Geneva,http://t.co/JrS2eqpg6r,Paris,280,204,157,0,2009-05-02 19:51:59+00:00
16017475,1,Nate Silver,NateSilver538,https://twitter.com/NateSilver538,https://pbs.twimg.com/profile_images/378800000188475595/9048bff5190578d8e2c558dca3606fbb_normal.png,"Editor-in-Chief, FiveThirtyEight. Author, The Signal and the Noise (http://t.co/9mLliQYI8N). Sports/politics/food geek.",New York,http://t.co/9mLliQYI8N,Eastern Time (US & Canada),719932,690,8594,1,2008-08-27 20:56:45+00:00
2420236676,1,PersonalData&Privacy,OpenDataPrivacy,https://twitter.com/OpenDataPrivacy,https://pbs.twimg.com/profile_images/450558564013064193/ZpvrBWOp_normal.png,"Exploring the intersection of personal data, open data and privacy. An @OKFN and @OpenRightsGroup project 
http://t.co/1sz5EEuwa1",,,,208,363,149,0,2014-03-31 08:48:28+00:00
12676892,1,jcrowley,jcrowley,https://twitter.com/jcrowley,https://pbs.twimg.com/profile_images/190531419/jc_snow_normal.jpg,"Humanitarian, technologist, historian, cellist, in reverse chronological order. World Bank | GFDRR | Harvard Humanitarian Initiative","Washington, DC",http://t.co/eL3aRlneDP,Eastern Time (US & Canada),1003,428,374,0,2008-01-25 09:43:14+00:00
275339576,1,Robert Banick,RBanick,https://twitter.com/RBanick,https://pbs.twimg.com/profile_images/378800000443746464/a1f9051ac75890db1efa980a4a04b936_normal.jpeg,"Making maps with stuff, responding to disasters and everything in between. I dig my work @RedCross.","Washington, D.C.",,,443,385,980,0,2011-04-01 02:46:12+00:00
18088367,1,Denice W. Ross,denicewross,https://twitter.com/denicewross,https://pbs.twimg.com/profile_images/454090008538804225/4dMi3bWj_normal.jpeg,"Card-carrying member of the Data Liberation Front embedded in New Orleans City Hall working hard to make local gov more efficient, effective and equitable.","New Orleans, LA",http://t.co/KpZ53FegeE,Central Time (US & Canada),489,528,593,0,2008-12-12 23:01:23+00:00
12456402,1,Ushahidi,ushahidi,https://twitter.com/ushahidi,https://pbs.twimg.com/profile_images/2568557529/2drs573746r33u10eekw_normal.png,"We are a non-profit tech company that specializes in developing free and open source software for information collection, visualization and interactive mapping.",Africa (mostly),http://t.co/9Swv0PRWBC,Nairobi,50162,381,6018,1,2008-01-20 11:59:18+00:00
106840674,1,CrisisMappers,CrisisMappers,https://twitter.com/CrisisMappers,https://pbs.twimg.com/profile_images/823634625/9_normal.PNG,The Humanitarian Technology Network,Global,http://t.co/yY25vyHQeS,Eastern Time (US & Canada),10448,42,16315,0,2010-01-20 21:28:15+00:00
230753361,1,Standby Task Force,SBTaskForce,https://twitter.com/SBTaskForce,https://pbs.twimg.com/profile_images/1207940681/Picture_4_normal.png,The Standby Task Force is a group of volunteers that put their skills at the service of crisis mapping deployments around the world.,Global,http://t.co/UwpyoncVUS,Amsterdam,2079,144,692,0,2010-12-26 15:31:18+00:00
1310094163,1,DHNetwork,Digihums,https://twitter.com/Digihums,https://pbs.twimg.com/profile_images/3480712527/df3bdf345cef837a89836922ce7b4b0c_normal.png,"An interface between traditional humanitarian organizations and digital networks, providing activation mechanisms to humanitarian emergencies.",Geneva,http://t.co/OAaLXEweJC,Amsterdam,623,237,829,0,2013-03-28 10:11:39+00:00
361135478,1,ACAPS,ACAPSproject,https://twitter.com/ACAPSproject,https://pbs.twimg.com/profile_images/2609504577/f41hsc8pnqislypnsk4v_normal.png,"ACAPS is dedicated to improve the assessment of needs before, during and after crises. We provide tools, know-how and training to humanitarian actors.",Geneva,http://t.co/hChGfJzjbZ,Paris,970,156,419,0,2011-08-24 09:20:30+00:00
143219398,1,GFDRR,GFDRR,https://twitter.com/GFDRR,https://pbs.twimg.com/profile_images/469586317018279936/v0F_NAn4_normal.jpeg,Reducing vulnerability to natural hazards in a changing climate.,"Washington, DC",http://t.co/P19JU56LgV,Eastern Time (US & Canada),1869,605,1488,0,2010-05-12 22:40:42+00:00
2175958220,1,UNHCR IM Network,UNHCRIM,https://twitter.com/UNHCRIM,https://pbs.twimg.com/profile_images/440878609129955328/PzlYU-C2_normal.jpeg,Connecting Information Managers in @Refugees operations & beyond. Tweets from the IM team & #OpenData fans at #UNHCR HQ. RT ≠ endorsement.,Geneva,,Amsterdam,205,328,147,0,2013-11-05 12:11:44+00:00
442688702,1,Matthew Devin Conway,md_conway,https://twitter.com/md_conway,https://pbs.twimg.com/profile_images/451038527677931521/Hz5Ufm5z_normal.png,"Primarily following developments in Great Lakes & Horn of Africa. Work for UN OCHA Eastern Africa, but tweets are my own. RTs ≠ endorsements.","Nairobi, Kenya",,Baghdad,297,588,675,0,2011-12-21 10:55:25+00:00
18982924,1,Mark Bidder,Jipe82,https://twitter.com/Jipe82,https://pbs.twimg.com/profile_images/434102856258314240/ez_1cPi9_normal.jpeg,Operations manager at OCHA/IRIN; dabbles in the creative arts; occasional mountain-biker.,Kenya,,Nairobi,164,246,295,0,2009-01-14 16:58:45+00:00
