id,batch,name,screen_name,profile_url,profile_image,description,location,url,followers_count,following_count,statuses_count,created_at
487286261,1,David,ranikdave,https://twitter.com/ranikdave,https://pbs.twimg.com/profile_images/1939377483/DSC07400_normal.JPG,Am all cool!,"Nairobi,Kenya",,33,148,4,2012-02-09 06:18:52+00:00
846652436,1,UN OCHA Asia Pacific,OCHAAsiaPac,https://twitter.com/OCHAAsiaPac,https://pbs.twimg.com/profile_images/378800000720474374/0f5e63cf5d4f0ee328346a2c9632baff_normal.jpeg,UN Office for the Coordination of Humanitarian Affairs (OCHA) in Asia and the Pacific provides key updates on humanitarian issues and disasters in the region,Bangkok,http://t.co/ue9c67ISWA,3104,270,3181,2012-09-26 02:53:55+00:00
222436818,1,gab ster,gabster55,https://twitter.com/gabster55,https://abs.twimg.com/sticky/default_profile_images/default_profile_2_normal.png,,,,6,57,29,2010-12-03 12:22:18+00:00
293807710,1,Darius Alemzadeh,dariusalemzadeh,https://twitter.com/dariusalemzadeh,https://pbs.twimg.com/profile_images/445711521708904449/e6K1QnF5_normal.jpeg,American Red Cross - darius.alemzadeh@redcross.org,,,358,1984,2894,2011-05-06 00:51:38+00:00
2376924577,1,ASB Indonesia,asb_idn,https://twitter.com/asb_idn,https://pbs.twimg.com/profile_images/446806919504617472/_BL8SYLU_normal.jpeg,Official twitter account of Arbeiter-Samariter-Bund Deutschland e.V (ASB) Indonesia Office,Yogyakarta,http://t.co/aKcczOzzi3,42,138,65,2014-03-07 10:32:44+00:00
829857140,1,Shawn,sbdias16,https://twitter.com/sbdias16,https://pbs.twimg.com/profile_images/3582305219/4c2fc8b31665e4c16a1d4c3d6ff2236c_normal.jpeg,,Fairfax VA,,13,177,78,2012-09-17 21:40:18+00:00
143219398,1,GFDRR,GFDRR,https://twitter.com/GFDRR,https://pbs.twimg.com/profile_images/897116955/GFDRR_Logo_Globe_normal.jpg,Reducing vulnerability to natural hazards in a changing climate.,"Washington, DC",http://t.co/xQFCMCvU85,1648,598,1431,2010-05-12 22:40:42+00:00
190270078,1,Rapi Castillo,pikittakbo,https://twitter.com/pikittakbo,https://pbs.twimg.com/profile_images/2354197998/L1kKkB8f_normal,Learning where no man has learned before.,"Manila, Philippines",,127,328,350,2010-09-13 14:39:47+00:00
161983599,1,UNHCR Greece,UNHCRGreece,https://twitter.com/UNHCRGreece,https://pbs.twimg.com/profile_images/459075019037872128/rapm1kE4_normal.png,Επίσημος λογαριασμός twitter της Ύπατης Αρμοστείας του ΟΗΕ για τους Πρόσφυγες στην Ελλάδα/Official twitter account for UNHCR office in Greece,Greece,http://t.co/OOL78j3E6u,1909,482,728,2010-07-02 08:40:04+00:00
2367654215,1,Didier Armando Vega ,didier_dave,https://twitter.com/didier_dave,https://pbs.twimg.com/profile_images/451606604937707520/cpguPXxk_normal.jpeg,ALCOHOLICOS ANONIMOS,Dosquebradas Risaralda,,253,1341,12,2014-02-26 21:08:11+00:00
56033491,1,G. A. ATINKPAHOUN,Guyarnaud,https://twitter.com/Guyarnaud,https://pbs.twimg.com/profile_images/1402868440/SAM_1658_normal.JPG,,"Africa, World",http://t.co/vggCGAlD7Q,126,1142,75,2009-07-12 06:15:14+00:00
435745028,1,Bee Bay,beebeegeee,https://twitter.com/beebeegeee,https://pbs.twimg.com/profile_images/2885976990/ad2ea415623fb8413fc53d32481b486b_normal.jpeg,,Amsterdam,,11,126,7,2011-12-13 11:54:11+00:00
183208507,1,Mathieu Carlier,MathieuCarlier,https://twitter.com/MathieuCarlier,https://pbs.twimg.com/profile_images/1589562262/Profile_Picture_2_normal.jpg,"Expert in Public Procurement and Technical Assistance for Elections at UNDP, passionate about International Development, Public Procurement and OpenData.","Copenhagen, Denmark",,351,146,240,2010-08-26 12:23:25+00:00
35746950,1,Joseph Pollack,josephpollack,https://twitter.com/josephpollack,https://pbs.twimg.com/profile_images/186410578/Bilde_59_normal.jpg,#MarieCurie ESR Scholar for #humlog in the IOS@ERCIS   #economist interested in  @digihums #SBTF #IAEM #CRISISMAPPERS #opendata #data4socialgood,goo.gl/h03MS,http://t.co/S2gQbNq0lK,460,2081,1320,2009-04-27 13:57:39+00:00
61375318,1,GIS Tech Wizard,GISTechWizard,https://twitter.com/GISTechWizard,https://pbs.twimg.com/profile_images/461155020/agx900_bc_ski_normal.jpg,,,,761,1047,152,2009-07-30 03:13:16+00:00
325611236,1,Erika Begosh-Mayne,erika_nichols,https://twitter.com/erika_nichols,https://pbs.twimg.com/profile_images/1827956990/me_and_hubby_normal.jpg,Child Advocate. MSW Candidate.,,,156,856,49,2011-06-28 15:44:37+00:00
2412362567,1,Matilda Moyo,uMaMoyo123,https://twitter.com/uMaMoyo123,https://pbs.twimg.com/profile_images/444773664983351297/9ec_qhl8_normal.jpeg,,,,44,230,18,2014-03-15 09:52:22+00:00
324103525,1,Annie Shiel,annieshiel,https://twitter.com/annieshiel,https://pbs.twimg.com/profile_images/2202013247/155111_479085358657_505788657_5673734_4483702_n_normal.jpg,"Intern @State_DRL. Yoga instructor @georgetownyoga. Into peacebuilding, human rights, travel, feminism & street art. All views my own.","Washington, DC",http://t.co/ynpFotnOcP,398,487,2992,2011-06-26 00:52:29+00:00
599148227,1,Idris Jonmamadov,Jonmamadov,https://twitter.com/Jonmamadov,https://pbs.twimg.com/profile_images/2277408715/photo_normal.jpg,"Master's of Public Administration Candidate
at Maxwell School of Syracuse University",USA,,69,202,85,2012-06-04 11:06:00+00:00
109301316,1,Kristen Elsby,kristenelsby,https://twitter.com/kristenelsby,https://pbs.twimg.com/profile_images/428897814676914176/pjfRDL4G_normal.jpeg,"@UNOCHA Regional Public Information Officer for Asia (formerly @UNICEF), photographer, traveller. Worked in Sth Asia, Middle East, East Asia, Oceania","Bangkok, Thailand",http://t.co/ZRl4UZ1DBz,452,372,583,2010-01-28 16:15:57+00:00
442688702,1,Matthew Devin Conway,md_conway,https://twitter.com/md_conway,https://pbs.twimg.com/profile_images/451038527677931521/Hz5Ufm5z_normal.png,"Primarily following developments in Great Lakes, Horn of Africa. Tweets are my own. RTs ≠ endorsements.","Nairobi, Kenya",,263,505,380,2011-12-21 10:55:25+00:00
18982924,1,Mark Bidder,Jipe82,https://twitter.com/Jipe82,https://pbs.twimg.com/profile_images/434102856258314240/ez_1cPi9_normal.jpeg,Operations manager at OCHA/IRIN; dabbles in the creative arts; occasional mountain-biker.,Kenya,,156,246,289,2009-01-14 16:58:45+00:00
334244490,1,Riaz Nathu,RiazNathu,https://twitter.com/RiazNathu,https://pbs.twimg.com/profile_images/1457280544/W7vpO3ce_normal,"All about microfinance, market systems, and the road less traveled...Tweets from Pemba, Mozambique.","Pemba, Mozambique",,137,381,435,2011-07-12 20:02:21+00:00
115260611,1,Open Data Ottawa,opendataottawa,https://twitter.com/opendataottawa,https://pbs.twimg.com/profile_images/1651321685/logo-blue_normal.png,Ottawa (Municipal) Open Data Ruckus Raiser.,"Ottawa, ON, Canada",http://t.co/Ok1rNVDW,3091,888,3404,2010-02-18 03:35:58+00:00
564781790,1,Kitt McGoveran,kittmcg,https://twitter.com/kittmcg,https://pbs.twimg.com/profile_images/2170747741/mcgoveran_square_normal.jpg,gov info librarian // data user // info maker // baker // cyclist,"Ottawa, ON",,360,735,925,2012-04-27 17:31:50+00:00
201509201,1,Britney Rugman,britneyrugman,https://twitter.com/britneyrugman,https://pbs.twimg.com/profile_images/1142767017/SN203271__2__normal.jpg,humanitarian. advocate. international educator. writer. traveler. life enthusiast.,,,324,1223,236,2010-10-12 00:42:43+00:00
2393044629,1,conor geerah,ConorGeerah,https://twitter.com/ConorGeerah,https://pbs.twimg.com/profile_images/442691961967767552/PRka5Q_2_normal.png,,,,2,118,0,2014-03-08 06:17:18+00:00
263122187,1,Liam Swiss,liamswiss,https://twitter.com/liamswiss,https://pbs.twimg.com/profile_images/3543312883/27c456df17368d9ea58e269598f8e03c_normal.jpeg,Sociologist @MemorialU. International development; globalization; gender; security; foreign aid.,,http://t.co/6GuXOpNjIJ,643,1002,2703,2011-03-09 12:35:15+00:00
100180856,1,Eko Prasetyo,talibambu,https://twitter.com/talibambu,https://pbs.twimg.com/profile_images/418598878435225600/SojnXvXp_normal.jpeg,ICT4D and other distractions,"Jakarta, ID",http://t.co/kpZNVToHsq,311,884,9729,2009-12-29 09:07:15+00:00
285479360,1,Marion,msouthasia,https://twitter.com/msouthasia,https://pbs.twimg.com/profile_images/439357308712153088/2-973O-k_normal.jpeg,"SOAS PhD Candidate working on the Politics of Humanitarian Triage in Pakistan, also teaching at Sciences Po Paris",,,58,124,181,2011-04-21 06:53:37+00:00
703444376,1,Michael Beilman,MichaelBeilman,https://twitter.com/MichaelBeilman,https://pbs.twimg.com/profile_images/3211951759/487a937771a39dcf026e926d80eb5679_normal.jpeg,"Aspiring economist, development junkie, swammer, cyclist, data nerd. RTs are not endorsements.",Washington D.C.,,72,361,559,2012-07-18 17:18:00+00:00
19734879,1,Robin,robinbram,https://twitter.com/robinbram,https://pbs.twimg.com/profile_images/427865046895435776/YmemeDah_normal.jpeg,Product Developer and Problem Solver,"Stamford, CT",http://t.co/64MUoYEiwB,11,63,1,2009-01-29 21:14:58+00:00
62391652,1,Frazer Kirkman,FrazerKirkman,https://twitter.com/FrazerKirkman,https://pbs.twimg.com/profile_images/436339478899085312/Q4yDueb0_normal.jpeg,Conscious Self transformation is the key to happiness and to us creating the world we all deserve.,"Melbourne, Australia",http://t.co/e5VMzRHKl2,346,992,740,2009-08-03 00:41:01+00:00
2380111544,1,John James,johncjams,https://twitter.com/johncjams,https://pbs.twimg.com/profile_images/442576947973873664/t1NFf3-i_normal.jpeg,"UN IRIN Middle East reporter, Africanist, views my own, RTs not endorsements",Dubai,http://t.co/4HE2MvfvAR,15,37,1,2014-03-09 08:23:01+00:00
36674738,1,Dan Barns,DanDeBarns,https://twitter.com/DanDeBarns,https://pbs.twimg.com/profile_images/1507311154/DSC_0362_2_normal.JPG,Humanitarian Aid Worker; Baseball Buff; I ride camels in deserts with no names.,Italy,,86,196,1875,2009-04-30 14:30:18+00:00
1919233710,1,Maximus Decimus,codexnairobi,https://twitter.com/codexnairobi,https://pbs.twimg.com/profile_images/421180606257856512/8eDIouCr_normal.jpeg,Coding in Nairobi. Aggregated ideas.,Nairobi,,47,299,635,2013-09-30 07:44:11+00:00
31430843,1,IEHColombia,IEHColombia,https://twitter.com/IEHColombia,https://pbs.twimg.com/profile_images/1932838905/IEH_Logo_Tw_normal.jpg,El Instituto de Estudios Humanitarios es un esfuerzo para cerrar la brecha entre la academia y la asistencia humanitaria,Bogotá,http://t.co/v7fXEvvydd,1395,339,3073,2009-04-15 15:17:44+00:00
335444643,1,GTMI ONU Colombia,gtmi_imwg,https://twitter.com/gtmi_imwg,https://pbs.twimg.com/profile_images/1442556359/gtmi_normal.gif,El Grupo Temático de Manejo de Información (GTMI) es un grupo miembro del Equipo Humanitario en Colombia.,"Bogota, Colombia",http://t.co/UnR2oOOzfZ,49,24,58,2011-07-14 18:01:50+00:00
1969804574,1,Sala Humanitaria Col,SalaHumanitaria,https://twitter.com/SalaHumanitaria,https://pbs.twimg.com/profile_images/436256035385257984/vMvfMOLB_normal.png,¿Que se hace por las víctimas de la violencia y los desastres en Colombia? visite SalaHumanitaria.co. La comunidad humanitaria internacional salvando vidas,Colombia,http://t.co/F87tgOkJF9,22,33,2,2013-10-18 23:56:05+00:00
82898373,1,Zarina Nurm,mumo_cult,https://twitter.com/mumo_cult,https://pbs.twimg.com/profile_images/378800000621989942/a79b66f3e8d692786bb44db9f2e11855_normal.jpeg,"a bit social, humanitarian, vegetarian, photo/videotaking Kazakh mother","Almaty, Kazakhstan",http://t.co/kkYqyvigIn,218,95,665,2009-10-16 15:02:25+00:00
107301238,1,Pat Tressel,PatTressel,https://twitter.com/PatTressel,https://pbs.twimg.com/profile_images/378800000672719897/a3ec78be5427b37d05a837cc1c495750_normal.jpeg,"Software engineer (OS internals, machine learning, web search, web services, data analysis...).",Seattle WA USA,,183,394,290,2010-01-22 03:48:15+00:00
14465889,1,jalbertbowdenii,jalbertbowdenii,https://twitter.com/jalbertbowdenii,https://pbs.twimg.com/profile_images/453284412482785280/CmAgmuEd_normal.png,"standardista, fronteer, pottymouthed, lame-oh.
the web is the platform.
open web supporter.
Open Source....or Die","VA Beach, VA",http://t.co/UXtiBOFZEI,1258,1159,45939,2008-04-21 19:33:04+00:00
778949113,1,Tina Comes,tinacomes,https://twitter.com/tinacomes,https://pbs.twimg.com/profile_images/3322167961/71f341bb90d88e7dde9261cbd770af79_normal.jpeg,"Associate Professor @Centre for Integrated Emergency Management, UiA, NO
Supporting decisions in risk and crisis management: are you ready for the unexpected?",Kristiansand,http://t.co/DlCZMWpy4T,163,175,385,2012-08-24 20:50:02+00:00
312615458,1,Godfrey Takavarasha,GTakavarasha,https://twitter.com/GTakavarasha,https://abs.twimg.com/sticky/default_profile_images/default_profile_1_normal.png,,Harare,,17,49,5,2011-06-07 12:01:54+00:00
15706834,1,Cathy Richards,myqntm,https://twitter.com/myqntm,https://pbs.twimg.com/profile_images/454810723898519553/xAtvGOO8_normal.png,Passionate about impact measurement and social entrepreneurship. Voracious reader of all things. Recovering nomad. Corda Crua. Volunteer @TechExLab,"Brooklyn, NY",http://t.co/3OM1wQPiEk,328,438,1540,2008-08-03 02:09:50+00:00
2175958220,1,UNHCR IM Network,UNHCRIM,https://twitter.com/UNHCRIM,https://pbs.twimg.com/profile_images/440878609129955328/PzlYU-C2_normal.jpeg,Connecting Information Managers in @Refugees operations & beyond. Tweets from the IM team & #OpenData fans at #UNHCR HQ. RT ≠ endorsement.,Geneva,,136,300,67,2013-11-05 12:11:44+00:00
7205252,1,Rob Húffaker Yelito,teambobert,https://twitter.com/teambobert,https://pbs.twimg.com/profile_images/428116461601583104/v3nM1Z3o_normal.jpeg,eAccessibility Research | Inclusive Development | Expat Extraordinaire.  My tweets are my opinion only. RT ≠ endorsement.,"Madrid, España",http://t.co/MpN1nD7xzm,316,616,2801,2007-07-02 13:38:42+00:00
2272936937,1,Edwin Jarvis ,JarvisEdwinson,https://twitter.com/JarvisEdwinson,https://pbs.twimg.com/profile_images/442449677053472768/TqUXp4-O_normal.jpeg,Миру - мир,,,18,247,0,2014-01-10 13:30:31+00:00
368980859,1,max richman,richmanmax,https://twitter.com/richmanmax,https://pbs.twimg.com/profile_images/378800000710064216/bc8aba4197ba363a626497bb3c03759f_normal.jpeg,"dabbling data, design, development dilettante. mobile message masseur @GeoPoll",DC,http://t.co/vVwavLKD1n,975,1258,3439,2011-09-06 15:19:09+00:00
18549100,1,Rebecca Williams,internetrebecca,https://twitter.com/internetrebecca,https://pbs.twimg.com/profile_images/450463349126336512/hoyX9EED_normal.jpeg,"There are a lot of Rebeccas, but then there is this one, then there is this one. @SunFoundation @DCLegalHackers #CodeforDC #opendata #openlaw #open-everything","Washington, D.C.",http://t.co/F91tlufIwy,1491,1048,5757,2009-01-02 09:08:34+00:00
606564804,1,Paul J. Braga,pauljbraga_,https://twitter.com/pauljbraga_,https://pbs.twimg.com/profile_images/2579261105/xup7d181qvveiv4qe3b2_normal.jpeg,"Learner, English-French Translator-Interpreter, Speaker, Writer, Humanitarian and Entrepreneur",Côte d'Ivoire,http://t.co/QEWjNDuXhS,618,735,232,2012-06-12 17:23:25+00:00
987932444,1,C4D Network,C4D_Network,https://twitter.com/C4D_Network,https://pbs.twimg.com/profile_images/378800000785521412/d09b9fa31d31ef47ef67b9c71edb08c8_normal.jpeg,Social network for those engaged in communication for development.,,http://t.co/EkJgEWtFNc,333,786,566,2012-12-04 03:20:57+00:00
2355715618,1,Syed Muntazir,Hijab514,https://twitter.com/Hijab514,https://pbs.twimg.com/profile_images/444445156649885696/vZjyd4aF_normal.jpeg,"Finance Officer, Merlin International INGO",Islamabad,,180,1001,78,2014-02-21 02:55:44+00:00
46412065,1,Tam Luz ,tamluz,https://twitter.com/tamluz,https://pbs.twimg.com/profile_images/443254163456020480/W9lK28F5_normal.jpeg,"Salteña y coyita pue! - Estudiante de Nutrición UNSa - Voluntaria TECHO - Do things, small things, but with great pation!",Salta - Argentina,,134,483,116,2009-06-11 15:33:15+00:00
14465466,1,Espen Beer Prydz,espry,https://twitter.com/espry,https://pbs.twimg.com/profile_images/3675476724/cfb7b8b8d5c0aaff82b6e0e79f4e87af_normal.jpeg,"Development, economics, data & technology.","Washington, DC",http://t.co/iKHedQNZva,398,297,601,2008-04-21 18:56:32+00:00
2375051354,1,Focus in Africa Now,focusinafricanw,https://twitter.com/focusinafricanw,https://pbs.twimg.com/profile_images/441560569343406080/4QIlQgal_normal.jpeg,An African perspective... preserved by @birhanuwaka,South Sudan,,296,2001,244,2014-03-06 08:43:47+00:00
14370601,1,AntonioFraga,AntonioFraga,https://twitter.com/AntonioFraga,https://pbs.twimg.com/profile_images/1331657172/Antonio_Fraga_normal.jpg,Cofundador de SIGNO. Trabajamos en el mundo de los Sistemas de Información Geográfica y la Ordenación Territorial,,http://t.co/ysJ6yunl9b,418,100,1464,2008-04-12 19:32:41+00:00
2307836004,1,South Sudan News,SSudanNews,https://twitter.com/SSudanNews,https://pbs.twimg.com/profile_images/426602557574639616/a18RG8gl_normal.jpeg,Aggregating news of current South Sudan events.,,,105,64,2122,2014-01-24 06:19:32+00:00
148483979,1,Kaltuma Ibrahim,umi_kal,https://twitter.com/umi_kal,https://pbs.twimg.com/profile_images/378800000846322536/78ec2202a37c8459cd3b27e740744fc2_normal.jpeg,"geography enthusiast, geomatics graduate, humanitarian, crisis mapper, avid reader",Kenya,,117,326,1240,2010-05-26 20:37:26+00:00
481896464,1,Cartogenic,cartogenic,https://twitter.com/cartogenic,https://pbs.twimg.com/profile_images/3546394705/b877994343ce919ce846efa6133a1b31_normal.png,We create beautiful maps,Lyon,http://t.co/nH9tF4BzCQ,198,497,135,2012-02-03 09:11:22+00:00
508997956,1,Theofrenz Cayambas,theofrenz,https://twitter.com/theofrenz,https://pbs.twimg.com/profile_images/1865846154/2012fgds_normal.png,Innovation for communities & organizations. USDS/IREX Community Solutions fellow. OSM/HOT. Google Map Maker. Crisis Mappers. UNV Online. Nudge Ninja.,"Sagada, Philippines",http://t.co/4Jg3eGLqaU,109,486,1025,2012-02-29 16:20:14+00:00
1355065885,1,Associazione Efys,Efys_onlus,https://twitter.com/Efys_onlus,https://pbs.twimg.com/profile_images/439778462610374656/j6-qEVVK_normal.png,FACEBOOK: https://t.co/dLJtLKLDpn BLOG: http://t.co/J41eOZjPEm,cagliari,,37,139,31,2013-04-15 18:48:09+00:00
989583252,1,Valentina Giacalone,Valentina_Giac,https://twitter.com/Valentina_Giac,https://pbs.twimg.com/profile_images/378800000746550095/f6ee5b55949d75abc04ccb0da4ca2282_normal.jpeg,,,,11,181,98,2012-12-04 21:10:27+00:00
304235398,1,Cerridyn,Cerridyn_eEng,https://twitter.com/Cerridyn_eEng,https://pbs.twimg.com/profile_images/1421295136/cerridyn-brown-colour_normal.jpg,"A social enterprise, a business with a community mission to help build people’s capability and desire for local social innovation.",Melbourne,http://t.co/fCxwSrOHoL,29,154,20,2011-05-24 05:04:45+00:00
14743467,1,Matt Taylor,zoom6628,https://twitter.com/zoom6628,https://pbs.twimg.com/profile_images/2307192980/zgrgco9sues8w9zdyit0_normal.jpeg,"Opinionated IT geek & ERP misfit. Insatiably curious, Buddhist, Hacker, Vegetarian, Yoga newbie(2 yrs).",Guangzhou 广州,http://t.co/b6QoOpCGfb,256,210,14261,2008-05-12 12:46:20+00:00
722787949,1,Emily Oliver,emi_oliver,https://twitter.com/emi_oliver,https://pbs.twimg.com/profile_images/3638006804/b4b9e06b6809648c36baead04aa8ff6c_normal.jpeg,"Junior doctor from the UK,  Harvard MPH'13","Cambridge, MA",,42,150,55,2012-07-28 20:35:48+00:00
19111111,1,Rebecca,peipponen,https://twitter.com/peipponen,https://pbs.twimg.com/profile_images/435916810526146560/1X93vQAg_normal.jpeg,'Time ain't nothin' but the rhythm of your blood',London ,http://t.co/DSCTd0CTd3,127,212,98,2009-01-17 14:19:58+00:00
486650424,1,Adam Widera,WideraAdam,https://twitter.com/WideraAdam,https://pbs.twimg.com/profile_images/1813045121/adam_bw2_normal.jpg,Research Assistant @WWU_Muenster working on #Humanitarian #Logistics #humlog,"Muenster, Germany",http://t.co/ugk3y8YwCB,112,223,494,2012-02-08 14:27:44+00:00
16400579,1,ISCRAM,ISCRAM,https://twitter.com/ISCRAM,https://pbs.twimg.com/profile_images/72481076/logo_small_normal.jpg,International Community on information systems dor crisis response and management,Brussels,http://t.co/Ef1a79hIoW,376,44,390,2008-09-22 06:21:42+00:00
120295654,1,Holy Family ParishNB,HolyFamily4all,https://twitter.com/HolyFamily4all,https://pbs.twimg.com/profile_images/432701031340703745/m6BbIm6k_normal.jpeg,"How I would like a church that is poor and for the poor -  Pope Francis' vision in action, in an urban, multicultural context.","New Brunswick, NJ USA",http://t.co/scL85fdqbT,148,456,3068,2010-03-06 01:29:30+00:00
