id,batch,name,screen_name,profile_url,profile_image,description,location,url,time_zone,followers_count,following_count,statuses_count,verified,created_at
2570420317,1,OCHA CAR,OCHA_CAR,https://twitter.com/OCHA_CAR,https://pbs.twimg.com/profile_images/478432794503155712/eZy6tuze_normal.jpeg,The United Nations Office for the Coordination of Humanitarian Affairs (OCHA) in the Central African Republic. Tweets in English and en Français.,"Bangui, CAR",http://t.co/I6RJrIgbeT,Amsterdam,199,157,13,0,2014-06-16 06:57:43+00:00
410537231,1,MadeWithCode,madewithcode,https://twitter.com/madewithcode,https://pbs.twimg.com/profile_images/479353914882392064/EDsK6PF4_normal.png,Things you love are Made with Code.,"Mountain View, CA",http://t.co/NOEPY6MhLH,Central Time (US & Canada),17382,123,63,0,2011-11-12 07:01:34+00:00
18872221,1,John Adams,johnthegeo,https://twitter.com/johnthegeo,https://pbs.twimg.com/profile_images/2371018192/image_normal.jpg,"@dfid_uk geek leading on IT strategy, MI and new ways of doing #digital. Chair of #IATI TAG. Also #christianity #food #ww1 #geology #ireland. All my own views.",Glasgow,http://t.co/ESkrn36KLe,Edinburgh,920,952,7192,0,2009-01-11 17:04:24+00:00
55236002,1,Mapbox,Mapbox,https://twitter.com/Mapbox,https://pbs.twimg.com/profile_images/459055930634539008/f_MZ1vEu_normal.png,Creating beautiful custom maps with open source tools.,"Washington, DC",http://t.co/fkjH26CGiW,Eastern Time (US & Canada),20566,1614,2996,0,2009-07-09 13:34:45+00:00
147493361,1,Humanitarian OSM,hotosm,https://twitter.com/hotosm,https://pbs.twimg.com/profile_images/1225068811/Hot_logo_square_normal.png,We are the Humanitarian OpenStreetMap Team. Our focus is the use of OSM for humanitarian response & economic development. #opensource #opendata #openstreetmap,,http://t.co/PUcAc47rSY,Quito,4065,1395,1219,0,2010-05-24 08:20:28+00:00
331803536,1,CityLab,CityLab,https://twitter.com/CityLab,https://pbs.twimg.com/profile_images/467065464892301312/5I7ayekg_normal.png,"All things urban, from The Atlantic.",,http://t.co/RyYI3KyRXc,Central Time (US & Canada),60802,775,17542,1,2011-07-08 18:55:32+00:00
146105775,1,Senseable City Lab,SenseableCity,https://twitter.com/SenseableCity,https://pbs.twimg.com/profile_images/1110029336/world_normal.png,We're a research group at MIT exploring cities and emerging technologies. Directed by Carlo Ratti. http://t.co/x9yHNFWH,"MIT (Cambridge, MA)",http://t.co/itwAjpujsL,Eastern Time (US & Canada),8545,96,1230,0,2010-05-20 16:17:27+00:00
14445325,1,betaworks,betaworks,https://twitter.com/betaworks,https://pbs.twimg.com/profile_images/464498657421570048/Owb_s9zy_normal.png,We build and invest in great companies.,NYC,http://t.co/bgt9oQ14nt,Quito,13745,424,1549,0,2008-04-19 18:12:24+00:00
17925320,1,OpenStreetMap,openstreetmap,https://twitter.com/openstreetmap,https://pbs.twimg.com/profile_images/1332105692/OSM_fixed_512_normal.png,OpenStreetMap is the free editable map of the whole world. It is made by people like you.,everywhere,http://t.co/1EAqW1BJqT,London,24097,69,1104,0,2008-12-06 17:41:16+00:00
1494655406,1,Wired Map Lab,wiredmaps,https://twitter.com/wiredmaps,https://pbs.twimg.com/profile_images/3774788839/361b278473ffb53d561400349de59b01_normal.jpeg,Wired's blog all about maps and mapmaking. Learn how to make maps along with @betsymason and @dosmonos.,San Francisco,http://t.co/h3TCwafaPg,Arizona,3445,332,482,0,2013-06-09 04:43:14+00:00
16447675,1,Rabih Torbay-IMC,rtorbay,https://twitter.com/rtorbay,https://pbs.twimg.com/profile_images/433281710315159552/bjYiKt1a_normal.jpeg,"Vice President, int'l ops","Washington, D.C",https://t.co/FB5amUZeBl,,96,145,54,0,2008-09-25 06:16:30+00:00
86862517,1,Neil Blumenthal,NeilBlumenthal,https://twitter.com/NeilBlumenthal,https://pbs.twimg.com/profile_images/456901168359145472/kaCpuc0k_normal.jpeg,"Loves helping people see - co-founder & co-ceo of @WarbyParker, former director of @VisionSpring, husband of @CricketsCircle",NYC (and often other places),http://t.co/8Wd1EFzjTb,Eastern Time (US & Canada),8204,301,2031,0,2009-11-02 03:19:13+00:00
